site_code;item_raw;item_class;item_ord;grp1;grp2;grp3;grp4;grp5;grp6;grp7
vir;Chaenopsis_ocellata;Actinopterygii;Blenniiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Bathygobius_fuscus;Actinopterygii;Gobiiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Atherinidae;Actinopterygii;Atheriniformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Pteropoda_Cavolina_sp;Gastropoda;Pteropoda;Zooplankton;Zooplankton;Zooplankton;Pteropoda;Zooplankton;Zooplankton;Zooplankton
vir;Harengula_sp;Actinopterygii;Clupeiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Penaeidae;Malacostraca;Decapoda;Shrimp;Shrimp;Malacostraca;Shrimp;Decapoda;Decapoda;Crustacea
vir;Pteropoda_Cavolina_longirostris;Gastropoda;Pteropoda;Zooplankton;Zooplankton;Zooplankton;Pteropoda;Zooplankton;Zooplankton;Zooplankton
haw;Fish_frags;Actinopterygii;NA;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
haw;Fish_larvae;Actinopterygii;NA;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Trachurops_crumenophthalmus;Actinopterygii;Carangiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Squids;Cephalopoda;Teuthida;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda
vir;Hippids;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Mullidae;Actinopterygii;Syngnathiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Monacanthus_sp;Actinopterygii;Tetraodontiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Harengula_clupeola;Actinopterygii;Clupeiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Sparisoma_aurofrenatum;Actinopterygii;Labriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Sparisoma_virida;Actinopterygii;Labriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Acanthurus_coeruleus;Actinopterygii;Acanthuriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Entomacrodus_nigricans;Actinopterygii;Blenniiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Pomacentrus_maculatus;Actinopterygii;Syngnathiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Scaridae;Actinopterygii;Labriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Anchoa_hepsetus;Actinopterygii;Clupeiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Scarus_croicensis;Actinopterygii;Labriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Tozeuma_sp;Malacostraca;Decapoda;Shrimp;Shrimp;Malacostraca;Shrimp;Decapoda;Decapoda;Crustacea
vir;Mysids;Malacostraca;Mysida;Zooplankton;Zooplankton;Zooplankton;Mysida;Zooplankton;Zooplankton;Zooplankton
vir;Priacanthus_arenatus;Actinopterygii;Priacanthiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Algae&detritus;NA;NA;Detritus;Detritus;Detritus;Detritus;Detritus;Detritus;Detritus
haw;Debris_Sand_Foraminifera;NA;NA;Detritus;Detritus;Detritus;Detritus;Detritus;Detritus;Detritus
haw;Holocentrus_xantherythrus;Actinopterygii;Holocentriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Abudefduf_dicki;Actinopterygii;Perciformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Haemulon_sp;Actinopterygii;Lutjaniformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Coryphopterus_personatus;Actinopterygii;Gobiiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Coryphopterus_sp;Actinopterygii;Gobiiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Abudefduf_saxatilis;Actinopterygii;Perciformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Chaetodontidae;Actinopterygii;Chaetodontiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Apogon_pigmentarius;Actinopterygii;Kurtiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Gonodactylus_oerstedii;Malacostraca;Stomatopoda;Stomatopoda;Stomatopoda;Malacostraca;Stomatopoda;Stomatopoda;Stomatopoda;Crustacea
vir;Cantherhines_pullus;Actinopterygii;Tetraodontiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Aulostomus_maculatus;Actinopterygii;Syngnathiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Sphaeroides_sp;Actinopterygii;Tetraodontiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Monacanthus_tuckeri;Actinopterygii;Tetraodontiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Starksia_sp;Actinopterygii;Blenniiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Acanthrurus_sp;Actinopterygii;Acanthuriformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Stenopus_hispidus;Malacostraca;Decapoda;Shrimp;Shrimp;Malacostraca;Shrimp;Decapoda;Decapoda;Crustacea
vir;Gonodactylus_sp;Malacostraca;Stomatopoda;Stomatopoda;Stomatopoda;Malacostraca;Stomatopoda;Stomatopoda;Stomatopoda;Crustacea
mari;Xanthid crab frags;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
mari;Porcellanidae;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
mari;Scleractinia_polyps;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Scleractinia;Anthozoa;Anthozoa
vir;Muricea_laxa;Anthozoa;Alcyonacea;Anthozoa;Alcyonaria;Anthozoa;Alcyonaria;Octocorallia;Anthozoa;Anthozoa
vir;Giffordia_mitchellae;Phaeophyceae;Ectocarpales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Ceramium_fastigiatum;Florideophyceae;Ceramiales;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Heteropods;Arachnida;Araneae;Arachnida;Arachnida;Arachnida;Arachnida;Arachnida;Arachnida;Arachnida
vir;Rhodactis_sanctithomae;Anthozoa;Corallimorpharia;Anthozoa;Corallimorpharia;Anthozoa;Corallimorpharia;Anthozoa;Anthozoa;Anthozoa
vir;Palinuridae_larvae;Malacostraca;Decapoda;Palinuridae;Palinuridae;Malacostraca;Palinuridae;Decapoda;Decapoda;Crustacea
vir;Sabellastarte_magnifica;Polychaeta;Sabellida;Annelida;Polychaeta;Polychaeta;Polychaeta;Annelida;Worm;Worm
vir;Scleractinia_Oculina_diffusa;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Anthozoa;Scleractinia;Scleractinia;Anthozoa;Anthozoa
vir;Salps;Thaliacea;Salpida;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata
haw;Anemones;Anthozoa;Actiniaria;Anthozoa;Actiniaria;Anthozoa;Actiniaria;Anthozoa;Anthozoa;Anthozoa
haw;Alcyonaria;Anthozoa;NA;Anthozoa;Alcyonaria;Anthozoa;Alcyonaria;Octocorallia;Anthozoa;Anthozoa
haw;Echinoids podia;Echinoidea;NA;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinodermata
haw;Serpulids;Polychaeta;Sabellida;Annelida;Polychaeta;Polychaeta;Polychaeta;Annelida;Worm;Worm
haw;Terebellids;Polychaeta;Terebellida;Annelida;Polychaeta;Polychaeta;Polychaeta;Annelida;Worm;Worm
haw;Sabellids;Polychaeta;Sabellida;Annelida;Polychaeta;Polychaeta;Polychaeta;Annelida;Worm;Worm
mad;Holothurides;Holothuroidea;NA;Holothuroidea;Holothuroidea;Holothuroidea;Holothuroidea;Holothuroidea;Holothuroidea;Echinodermata
mad;Pogonophores;Polychaeta;Sabellida;Annelida;Polychaeta;Polychaeta;Polychaeta;Annelida;Worm;Worm
mari;Tetralia_sp;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
mari;Foraminifera;Globothalamea;Rotaliida;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera
mari;Gastropoda_eggs;Gastropoda;NA;Zooplankton;Gastropoda;Zooplankton;Gastropoda;Zooplankton;Zooplankton;Zooplankton
mari;Vermetidae_frags;Gastropoda;Littorinimorpha;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
mari;Nemertinea;NA;NA;Microfauna;Nemertea;Microfauna;Nemertea;Nemertea;Worm;Worm
mari;Alpheus_sp;Malacostraca;Decapoda;Shrimp;Shrimp;Malacostraca;Shrimp;Decapoda;Decapoda;Crustacea
vir;Terebellids;Polychaeta;Terebellida;Annelida;Polychaeta;Polychaeta;Polychaeta;Annelida;Worm;Worm
mari;Algae_scrapings;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
haw;Gastropoda_opercula;Gastropoda;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
haw;Opisthobranchia;Gastropoda;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
haw;Enteropneusta;Enteropneusta;NA;Hemichordata;Hemichordata;Microfauna;Hemichordata;Hemichordata;Worm;Worm
haw;Lobster phyllosomes;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
haw;Shrimp_larvae;Malacostraca;Decapoda;Zooplankton;Shrimp;Zooplankton;Shrimp;Zooplankton;Zooplankton;Zooplankton
haw;Crustacea_eggs;NA;NA;Zooplankton;Crustacea;Zooplankton;Crustacea;Zooplankton;Zooplankton;Zooplankton
haw;Holothurians;Holothuroidea;NA;Holothuroidea;Holothuroidea;Holothuroidea;Holothuroidea;Holothuroidea;Holothuroidea;Echinodermata
haw;Algae_frags_diatoms;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
haw;Mucus_nematocyst_zoox_orgdebris;Anthozoa;NA;Anthozoa;Anthozoa;Anthozoa;Anthozoa;Anthozoa;Anthozoa;Anthozoa
haw;Anthozoa;Anthozoa;NA;Anthozoa;Anthozoa;Anthozoa;Anthozoa;Anthozoa;Anthozoa;Anthozoa
haw;Mites;Arachnida;NA;Arachnida;Arachnida;Arachnida;Arachnida;Arachnida;Arachnida;Arachnida
haw;Eggs_demersal;NA;NA;Zooplankton;Eggs;Zooplankton;Eggs;Zooplankton;Zooplankton;Zooplankton
vir;Bunodactis_stelloides;Anthozoa;Actiniaria;Anthozoa;Actiniaria;Anthozoa;Actiniaria;Anthozoa;Anthozoa;Anthozoa
vir;Mollusk_eggs;NA;NA;Zooplankton;Mollusca;Zooplankton;Mollusca;Zooplankton;Zooplankton;Zooplankton
mad;Echiures;Polychaeta;Echiura;Annelida;Polychaeta;Polychaeta;Polychaeta;Annelida;Worm;Worm
mari;Beetles;Insecta;Coleoptera;Insecta;Insecta;Insecta;Insecta;Insecta;Insecta;Insecta
mari;Algae_fronds_filaments_rocks;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
mari;Istiblennius_sp;Actinopterygii;Blenniiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mad;Cephalopodes;Cephalopoda;NA;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda
mari;Eviota_sp;Actinopterygii;Gobiiformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Gastropoda;Gastropoda;Cephalaspidea;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Diogenids;Malacostraca;Decapoda;Paguroidea;Paguroidea;Malacostraca;Paguroidea;Decapoda;Decapoda;Crustacea
haw;Org_slurry;NA;NA;Detritus;Detritus;Detritus;Detritus;Detritus;Detritus;Detritus
mad;Cyanophycea_Diatoms_Filamentous-algae;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
mari;Algae_fronds_bitten;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
mari;Fish_larvae;Actinopterygii;NA;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
mari;Polychaetes larvae;Polychaeta;NA;Annelida;Polychaeta;Polychaeta;Polychaeta;Annelida;Worm;Worm
mari;Shrimp_nauplii;Malacostraca;Decapoda;Shrimp;Shrimp;Malacostraca;Shrimp;Decapoda;Decapoda;Crustacea
mari;Mysids;Malacostraca;Mysida;Zooplankton;Zooplankton;Zooplankton;Mysida;Zooplankton;Zooplankton;Zooplankton
vir;Corycaeus_sp;Hexanauplia;Poecilostomatoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
vir;Paracalanus_parvus;Hexanauplia;Calanoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
vir;Calanopia_americana;Hexanauplia;Calanoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
vir;Temora_turbinata;Hexanauplia;Calanoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
vir;Miracia_efferata;Hexanauplia;Harpacticoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
vir;Oikopleura_sp;Appendicularia;Copelata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata;Tunicata
mad;Calanoida_Harpacticoida;Hexanauplia;Harpacticoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
mad;Calanoida_Harpacticoida;Hexanauplia;Calanoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
mad;Gnathiids;Malacostraca;Isopoda;Isopoda;Isopoda;Malacostraca;Isopoda;Isopoda;Peracarida;Crustacea
mad;Eponges_larvae;NA;NA;Zooplankton;Porifera;Zooplankton;Porifera;Zooplankton;Zooplankton;Zooplankton
vir;Corycaeus_amazonicus;Hexanauplia;Poecilostomatoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
vir;Pteropoda;Gastropoda;Pteropoda;Zooplankton;Zooplankton;Zooplankton;Pteropoda;Zooplankton;Zooplankton;Zooplankton
mad;Calanoida_Cycloida;Hexanauplia;Cyclopoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
mad;Calanoida_Cycloida;Hexanauplia;Decapoda;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
mad;Calanoida_Cycloida;Hexanauplia;Calanoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
mari;Copepods_metanauplii;Hexanauplia;NA;Zooplankton;Copepoda;Zooplankton;Copepoda;Zooplankton;Copepoda;Crustacea
mari;Cyclopoida;Hexanauplia;Cyclopoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
mari;Chromis_caeruleus_eggs;Actinopterygii;NA;Zooplankton;Fish;Zooplankton;Fish;Zooplankton;Zooplankton;Zooplankton
mad;Amphipodes;Malacostraca;Calanoida;Amphipoda;Amphipoda;Malacostraca;Amphipoda;Amphipoda;Peracarida;Crustacea
mad;Cephalopode larvae;Cephalopoda;NA;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Zooplankton;Zooplankton
mad;Cirripèdes panaches;Hexanauplia;NA;Cirripedia;Cirripedia;Hexanauplia;Cirripedia;Cirripedia;Cirripedia;Crustacea
mad;Echinides Podia;Echinoidea;NA;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinodermata
mad;Alcyonaires Polyps;Anthozoa;NA;Anthozoa;Alcyonaria;Anthozoa;Alcyonaria;Octocorallia;Anthozoa;Anthozoa
mad;Harpacticoida_Cycloida;Hexanauplia;Cyclopoida;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
mari;Algae_fronds_sand;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
mari;Tetralia_glaberrima;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
mari;Istiblennius_sp_eggs;Actinopterygii;NA;Zooplankton;Fish;Zooplankton;Fish;Zooplankton;Zooplankton;Zooplankton
mari;Winged_ant;Insecta;Hymenoptera;Insecta;Insecta;Insecta;Insecta;Insecta;Insecta;Insecta
haw;Octopods;Cephalopoda;Octopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda
haw;Oxyrhynchid;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
haw;Detritus;NA;NA;Detritus;Detritus;Detritus;Detritus;Detritus;Detritus;Detritus
mad;Gastropoda_larvae;Gastropoda;NA;Zooplankton;Gastropoda;Zooplankton;Gastropoda;Zooplankton;Zooplankton;Zooplankton
mari;Algae_filaments_detritus;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
mari;Gastropoda_minute;Gastropoda;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Stomatopod_larvae;Malacostraca;Stomatopoda;Zooplankton;Stomatopoda;Zooplankton;Stomatopoda;Zooplankton;Zooplankton;Zooplankton
mari;Filamentous_algae;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
mari;Oscillatoria_sp;Cyanophyceae;Oscillatoriales;Cyanobacteria;Cyanobacteria;Cyanobacteria;Cyanobacteria;Cyanobacteria;Cyanobacteria;Cyanobacteria
mari;Detritus_Sand;NA;NA;Detritus;Detritus;Detritus;Detritus;Detritus;Detritus;Detritus
mad;Filamentous_Diatoms_Cyanophyceae_Debris;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
vir;Parthenopidae;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
haw;Hydroids_frags;Hydrozoa;NA;Hydrozoa;Hydrozoa;Hydrozoa;Hydrozoa;Hydrozoa;Medusozoa;Medusozoa
haw;Shrimp larvae;Malacostraca;Decapoda;Zooplankton;Shrimp;Zooplankton;Shrimp;Zooplankton;Zooplankton;Zooplankton
mad;Pelecypodes larvae;Bivalvia;NA;Zooplankton;Bivalvia;Zooplankton;Bivalvia;Zooplankton;Zooplankton;Zooplankton
mad;Stomatopoda_larvae;Malacostraca;Stomatopoda;Zooplankton;Stomatopoda;Zooplankton;Stomatopoda;Zooplankton;Zooplankton;Zooplankton
mari;Algae_filaments_bitten;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
mari;Algae;NA;NA;Benthic autotroph;Algae;Algae;Algae;Algae;Benthic autotroph;Benthic autotroph
mad;Harpacticoida_Cycloida;Hexanauplia;NA;Copepoda;Copepoda;Hexanauplia;Copepoda;Copepoda;Copepoda;Crustacea
mad;Insecta;Insecta;NA;Insecta;Insecta;Insecta;Insecta;Insecta;Insecta;Insecta
vir;Asaphis_deflorata;Bivalvia;Veneroida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Scorpaena_plumieri;Actinopterygii;Perciformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Opisthognathus_sp;Actinopterygii;Perciformes;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Actinopterygii;Actinopterygii
vir;Hemichordates;NA;NA;Hemichordata;Hemichordata;Microfauna;Hemichordata;Hemichordata;Worm;Worm
vir;Penaeids;Malacostraca;Decapoda;Shrimp;Shrimp;Malacostraca;Shrimp;Decapoda;Decapoda;Crustacea
vir;Solenocera_sp;Malacostraca;Decapoda;Shrimp;Shrimp;Malacostraca;Shrimp;Decapoda;Decapoda;Crustacea
haw;Echinometra_mathaei;Echinoidea;Echinoida;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinodermata
vir;Pinctada_sp;Bivalvia;Pterioida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Gastropods;Gastropoda;Ostreoida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Gastropods;Gastropoda;Siphonariida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
haw;Cidarids_Echinometrids;Echinoidea;Camarodonta;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinodermata
haw;Cidarids_Echinometrids;Echinoidea;Cidaroida;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinodermata
vir;Antigona_listeri;Bivalvia;Veneroida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Chione_paphia;Bivalvia;Veneroida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Brachidontes_citrinus;Bivalvia;Mytiloida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Divaricella_quadrisulcata;Bivalvia;Lucinoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Trachycardium_magnum;Bivalvia;Veneroida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Codakia_pectinella;Bivalvia;Lucinoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Aequipecten_gibbus;Bivalvia;Pectinoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Aequipecten_lineolaris;Bivalvia;Pectinoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Glycymeris_pectinata;Bivalvia;Arcoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Chama_sp;Bivalvia;Veneroida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Pecten_ziczac;Bivalvia;Pectinoida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Pseudochama_sp;Bivalvia;Veneroida;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Mollusca
vir;Persephona_punctata;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Portunus_bahamensis;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Mithrax_corphye;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Mithrax_sculptus;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Portunus_ordwayi;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Arenaeus_cribrarius;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Calappa_sp;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Grapsidae;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Carpilius_corallinus;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Panopeus_sp;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Tripneustes_esculentus;Echinoidea;Temnopleuroida;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinoidea;Echinodermata
vir;Astraea_longispina;Gastropoda;Trochida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Turbinids;Gastropoda;Trochida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Gastropods;Gastropoda;Ellobiida;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Paguristes_wassi;Malacostraca;Decapoda;Paguroidea;Paguroidea;Malacostraca;Paguroidea;Decapoda;Decapoda;Crustacea
vir;Calcinus_tibicen;Malacostraca;Decapoda;Paguroidea;Paguroidea;Malacostraca;Paguroidea;Decapoda;Decapoda;Crustacea
vir;Paguristes_grayi;Malacostraca;Decapoda;Paguroidea;Paguroidea;Malacostraca;Paguroidea;Decapoda;Decapoda;Crustacea
vir;Pagurus_miamensis;Malacostraca;Decapoda;Paguroidea;Paguroidea;Malacostraca;Paguroidea;Decapoda;Decapoda;Crustacea
vir;Calcinus_sulcatus;Malacostraca;Decapoda;Paguroidea;Paguroidea;Malacostraca;Paguroidea;Decapoda;Decapoda;Crustacea
vir;Acmaeids;Gastropoda;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Mollusca
vir;Acanthonyx_petiverii;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Cronius_tumidulus;Malacostraca;Decapoda;Crab;Crab;Malacostraca;Crab;Decapoda;Decapoda;Crustacea
vir;Lysmata_moorei;Malacostraca;Decapoda;Shrimp;Shrimp;Malacostraca;Shrimp;Decapoda;Decapoda;Crustacea
mari;Saron_marmoratus;Malacostraca;Decapoda;Shrimp;Shrimp;Malacostraca;Shrimp;Decapoda;Decapoda;Crustacea
